REF_DATE,Sex,Age group,VALUE
2006,Females,18 years,82899
2007,Females,18 years,85957
2008,Females,18 years,89255
2009,Females,18 years,89188
2010,Females,18 years,89740
2011,Females,18 years,89130
2012,Females,18 years,87913
2013,Females,18 years,87986
2014,Females,18 years,86804
2015,Females,18 years,83260
2016,Females,18 years,83722
2017,Females,18 years,84960
2018,Females,18 years,87688
2019,Females,18 years,86728
2020,Females,18 years,85272
2021,Females,18 years,80866
1971,Females,19 years,69461
1972,Females,19 years,71951
1973,Females,19 years,74795
1974,Females,19 years,78866
1975,Females,19 years,79187
1976,Females,19 years,80263
1977,Females,19 years,80366
1978,Females,19 years,81585
1979,Females,19 years,83872
1980,Females,19 years,86541
1981,Females,19 years,84855
1982,Females,19 years,86142
1983,Females,19 years,85909
1984,Females,19 years,83830
1985,Females,19 years,77467
1986,Females,19 years,72780
1987,Females,19 years,70501
1988,Females,19 years,71607
1989,Females,19 years,75258
1990,Females,19 years,77037
1991,Females,19 years,72052
1992,Females,19 years,70859
1993,Females,19 years,69411
1994,Females,19 years,71109
1995,Females,19 years,71048
1996,Females,19 years,70152
1997,Females,19 years,69932
1998,Females,19 years,71334
1999,Females,19 years,73648
2000,Females,19 years,76201
2001,Females,19 years,78247
2002,Females,19 years,80266
2003,Females,19 years,81731
2004,Females,19 years,83542
2005,Females,19 years,84075
2006,Females,19 years,85138
2007,Females,19 years,84305
2008,Females,19 years,87496
2009,Females,19 years,91042
2010,Females,19 years,91186
2011,Females,19 years,91678
2012,Females,19 years,90100
2013,Females,19 years,89039
2014,Females,19 years,89683
2015,Females,19 years,88824
2016,Females,19 years,87040
2017,Females,19 years,89343
2018,Females,19 years,92375
2019,Females,19 years,94877
2020,Females,19 years,93774
2021,Females,19 years,87101
1971,Females,20 years,68852
1972,Females,20 years,70922
1973,Females,20 years,73620
1974,Females,20 years,76814
1975,Females,20 years,80700
1976,Females,20 years,80447
1977,Females,20 years,80990
1978,Females,20 years,81300
1979,Females,20 years,82530
1980,Females,20 years,85082
1981,Females,20 years,86773
1982,Females,20 years,85861
1983,Females,20 years,87347
1984,Females,20 years,87287
1985,Females,20 years,85182
1986,Females,20 years,78935
1987,Females,20 years,74272
1988,Females,20 years,72625
1989,Females,20 years,75101
1990,Females,20 years,77417
1991,Females,20 years,77473
1992,Females,20 years,73317
1993,Females,20 years,71432
1994,Females,20 years,70466
1995,Females,20 years,72557
1996,Females,20 years,71882
1997,Females,20 years,71012
1998,Females,20 years,70770
1999,Females,20 years,72622
2000,Females,20 years,75386
2001,Females,20 years,78091
2002,Females,20 years,80118
2003,Females,20 years,81919
2004,Females,20 years,83396
2005,Females,20 years,85091
2006,Females,20 years,85604
2007,Females,20 years,86158
2008,Females,20 years,85481
2009,Females,20 years,88633
2010,Females,20 years,92829
2011,Females,20 years,92689
2012,Females,20 years,92040
2013,Females,20 years,90354
2014,Females,20 years,89667
2015,Females,20 years,90260
2016,Females,20 years,90611
2017,Females,20 years,90385
2018,Females,20 years,93596
2019,Females,20 years,96228
2020,Females,20 years,97868
2021,Females,20 years,94665
1971,Females,21 years,68326
1972,Females,21 years,70133
1973,Females,21 years,72306
1974,Females,21 years,75399
1975,Females,21 years,78174
1976,Females,21 years,81670
1977,Females,21 years,80540
1978,Females,21 years,81521
1979,Females,21 years,81931
1980,Females,21 years,83569
1981,Females,21 years,85528
1982,Females,21 years,87424
1983,Females,21 years,86837
1984,Females,21 years,88630
1985,Females,21 years,88650
1986,Females,21 years,86467
1987,Females,21 years,80321
1988,Females,21 years,76279
1989,Females,21 years,76243
1990,Females,21 years,77213
1991,Females,21 years,78002
1992,Females,21 years,78822
1993,Females,21 years,73579
1994,Females,21 years,72573
1995,Females,21 years,71561
1996,Females,21 years,73151
1997,Females,21 years,72612
1998,Females,21 years,71931
1999,Females,21 years,71771
2000,Females,21 years,74285
2001,Females,21 years,77217
2002,Females,21 years,79921
2003,Females,21 years,81521
2004,Females,21 years,83266
2005,Females,21 years,84656
2006,Females,21 years,86463
2007,Females,21 years,86707
2008,Females,21 years,86899
2009,Females,21 years,86369
2010,Females,21 years,89910
2011,Females,21 years,93844
2012,Females,21 years,92918
2013,Females,21 years,92096
2014,Females,21 years,90501
2015,Females,21 years,89680
2016,Females,21 years,91640
2017,Females,21 years,93473
2018,Females,21 years,93648
2019,Females,21 years,96141
2020,Females,21 years,97407
2021,Females,21 years,98073
1971,Females,22 years,69367
1972,Females,22 years,69368
1973,Females,22 years,71270
1974,Females,22 years,73812
1975,Females,22 years,76548
1976,Females,22 years,78979
1977,Females,22 years,81625
1978,Females,22 years,80443
1979,Females,22 years,81732
1980,Females,22 years,82564
1981,Females,22 years,83769
1982,Females,22 years,85865
1983,Females,22 years,88269
1984,Females,22 years,87885
1985,Females,22 years,89839
1986,Females,22 years,90007
1987,Females,22 years,87836
1988,Females,22 years,82320
1989,Females,22 years,79790
1990,Females,22 years,78232
1991,Females,22 years,77550
1992,Females,22 years,79451
1993,Females,22 years,79193
1994,Females,22 years,74589
1995,Females,22 years,73660
1996,Females,22 years,72439
1997,Females,22 years,73879
1998,Females,22 years,73230
1999,Females,22 years,73005
2000,Females,22 years,73219
2001,Females,22 years,76242
2002,Females,22 years,78831
2003,Females,22 years,81418
2004,Females,22 years,82678
2005,Females,22 years,84316
2006,Females,22 years,85908
2007,Females,22 years,87219
2008,Females,22 years,87385
2009,Females,22 years,87366
2010,Females,22 years,87395
2011,Females,22 years,90859
2012,Females,22 years,93991
2013,Females,22 years,92891
2014,Females,22 years,91895
2015,Females,22 years,90046
2016,Females,22 years,90915
2017,Females,22 years,94588
2018,Females,22 years,96851
2019,Females,22 years,96301
2020,Females,22 years,97858
2021,Females,22 years,97392
1971,Females,23 years,71239
1972,Females,23 years,70158
1973,Females,23 years,70143
1974,Females,23 years,72502
1975,Females,23 years,74656
1976,Females,23 years,77091
1977,Females,23 years,79036
1978,Females,23 years,81480
1979,Females,23 years,80067
1980,Females,23 years,81970
1981,Females,23 years,82641
1982,Females,23 years,83918
1983,Females,23 years,86350
1984,Females,23 years,89029
1985,Females,23 years,88949
1986,Females,23 years,90915
1987,Females,23 years,91288
1988,Females,23 years,89766
1989,Females,23 years,85762
1990,Females,23 years,81539
1991,Females,23 years,78504
1992,Females,23 years,79200
1993,Females,23 years,79912
1994,Females,23 years,80273
1995,Females,23 years,75440
1996,Females,23 years,74230
1997,Females,23 years,72860
1998,Females,23 years,74515
1999,Females,23 years,74190
2000,Females,23 years,74625
2001,Females,23 years,75290
2002,Females,23 years,77768
2003,Females,23 years,80040
2004,Females,23 years,82914
2005,Females,23 years,83615
2006,Females,23 years,85265
2007,Females,23 years,86512
2008,Females,23 years,87828
2009,Females,23 years,88413
2010,Females,23 years,88437
2011,Females,23 years,88890
2012,Females,23 years,91239
2013,Females,23 years,94351
2014,Females,23 years,92866
2015,Females,23 years,91488
2016,Females,23 years,91342
2017,Females,23 years,94216
2018,Females,23 years,98752
2019,Females,23 years,100480
2020,Females,23 years,99329
2021,Females,23 years,98568
1971,Females,24 years,75908
1972,Females,24 years,71824
1973,Females,24 years,70854
1974,Females,24 years,71182
1975,Females,24 years,73209
1976,Females,24 years,75047
1977,Females,24 years,77265
1978,Females,24 years,78997
1979,Females,24 years,81059
1980,Females,24 years,79726
1981,Females,24 years,81638
1982,Females,24 years,82939
1983,Females,24 years,84278
1984,Females,24 years,86899
1985,Females,24 years,89875
1986,Females,24 years,90155
1987,Females,24 years,92246
1988,Females,24 years,93079
1989,Females,24 years,93455
1990,Females,24 years,87754
1991,Females,24 years,81394
1992,Females,24 years,79759
1993,Females,24 years,79416
1994,Females,24 years,80834
1995,Females,24 years,81139
1996,Females,24 years,76151
1997,Females,24 years,74701
1998,Females,24 years,73622
1999,Females,24 years,75527
2000,Females,24 years,75590
2001,Females,24 years,76594
2002,Females,24 years,76811
2003,Females,24 years,79237
2004,Females,24 years,81286
2005,Females,24 years,84050
2006,Females,24 years,84489
2007,Females,24 years,86071
2008,Females,24 years,87179
2009,Females,24 years,88628
2010,Females,24 years,89763
2011,Females,24 years,89265
2012,Females,24 years,89286
2013,Females,24 years,91325
2014,Females,24 years,94305
2015,Females,24 years,92354
2016,Females,24 years,92375
2017,Females,24 years,94452
2018,Females,24 years,97823
2019,Females,24 years,101987
2020,Females,24 years,103315
2021,Females,24 years,100268
1971,Females,25 years,61319
1972,Females,25 years,76331
1973,Females,25 years,72358
1974,Females,25 years,71741
1975,Females,25 years,71739
1976,Females,25 years,73455
1977,Females,25 years,75260
1978,Females,25 years,77302
1979,Females,25 years,78655
1980,Females,25 years,80783
1981,Females,25 years,79115
1982,Females,25 years,82134
1983,Females,25 years,83441
1984,Females,25 years,84838
1985,Females,25 years,87465
1986,Females,25 years,90662
1987,Females,25 years,91659
1988,Females,25 years,94225
1989,Females,25 years,96580
1990,Females,25 years,95706
1991,Females,25 years,87337
1992,Females,25 years,82682
1993,Females,25 years,80101
1994,Females,25 years,80376
1995,Females,25 years,81633
1996,Females,25 years,81075
1997,Females,25 years,76772
1998,Females,25 years,75286
1999,Females,25 years,74647
2000,Females,25 years,77161
2001,Females,25 years,77633
2002,Females,25 years,78238
2003,Females,25 years,78372
2004,Females,25 years,80611
2005,Females,25 years,82518
2006,Females,25 years,85156
2007,Females,25 years,85259
2008,Females,25 years,87069
2009,Females,25 years,88037
2010,Females,25 years,89924
2011,Females,25 years,90896
2012,Females,25 years,89802
2013,Females,25 years,89451
2014,Females,25 years,91366
2015,Females,25 years,93785
2016,Females,25 years,93419
2017,Females,25 years,94953
2018,Females,25 years,97608
2019,Females,25 years,100788
2020,Females,25 years,104601
2021,Females,25 years,104196
1971,Females,26 years,59463
1972,Females,26 years,61726
1973,Females,26 years,76808
1974,Females,26 years,73104
1975,Females,26 years,72221
1976,Females,26 years,71990
1977,Females,26 years,73880
1978,Females,26 years,75306
1979,Females,26 years,76939
1980,Females,26 years,78339
1981,Females,26 years,79784
1982,Females,26 years,79648
1983,Females,26 years,82944
1984,Females,26 years,84095
1985,Females,26 years,85298
1986,Females,26 years,88196
1987,Females,26 years,92665
1988,Females,26 years,93663
1989,Females,26 years,97738
1990,Females,26 years,98383
1991,Females,26 years,94607
1992,Females,26 years,88475
1993,Females,26 years,83026
1994,Females,26 years,81012
1995,Females,26 years,81229
1996,Females,26 years,81892
1997,Females,26 years,82117
1998,Females,26 years,77636
1999,Females,26 years,76352
2000,Females,26 years,76243
2001,Females,26 years,79257
2002,Females,26 years,79896
2003,Females,26 years,79590
2004,Females,26 years,79833
2005,Females,26 years,81889
2006,Females,26 years,83616
2007,Females,26 years,86211
2008,Females,26 years,86274
2009,Females,26 years,88160
2010,Females,26 years,89232
2011,Females,26 years,90898
2012,Females,26 years,91573
2013,Females,26 years,90079
2014,Females,26 years,89518
2015,Females,26 years,90894
2016,Females,26 years,94412
2017,Females,26 years,95686
2018,Females,26 years,98168
2019,Females,26 years,100472
2020,Females,26 years,103407
2021,Females,26 years,105444
1971,Females,27 years,57783
1972,Females,27 years,59825
1973,Females,27 years,62083
1974,Females,27 years,77460
1975,Females,27 years,73487
1976,Females,27 years,72440
1977,Females,27 years,72409
1978,Females,27 years,74287
1979,Females,27 years,75052
1980,Females,27 years,76708
1981,Females,27 years,77901
1982,Females,27 years,80432
1983,Females,27 years,80362
1984,Females,27 years,83774
1985,Females,27 years,84656
1986,Females,27 years,86099
1987,Females,27 years,90224
1988,Females,27 years,94886
1989,Females,27 years,97208
1990,Females,27 years,99533
1991,Females,27 years,97523
1992,Females,27 years,95924
1993,Females,27 years,89051
1994,Females,27 years,83758
1995,Females,27 years,81707
1996,Females,27 years,81872
1997,Females,27 years,82824
1998,Females,27 years,83355
1999,Females,27 years,78812
2000,Females,27 years,78009
2001,Females,27 years,78849
2002,Females,27 years,81534
2003,Females,27 years,81656
2004,Females,27 years,81059
2005,Females,27 years,81112
2006,Females,27 years,82905
2007,Females,27 years,84736
2008,Females,27 years,87471
2009,Females,27 years,87306
2010,Females,27 years,89506
2011,Females,27 years,90242
2012,Females,27 years,91756
2013,Females,27 years,92017
2014,Females,27 years,90197
2015,Females,27 years,89236
2016,Females,27 years,92051
2017,Females,27 years,96499
2018,Females,27 years,98793
2019,Females,27 years,101141
2020,Females,27 years,103493
2021,Females,27 years,104259
1971,Females,28 years,57690
1972,Females,28 years,58484
1973,Females,28 years,60086
1974,Females,28 years,62572
1975,Females,28 years,77791
1976,Females,28 years,73684
1977,Females,28 years,72790
1978,Females,28 years,72745
1979,Females,28 years,74218
1980,Females,28 years,74737
1981,Females,28 years,76134
1982,Females,28 years,78540
1983,Females,28 years,81283
1984,Females,28 years,81225
1985,Females,28 years,84453
1986,Females,28 years,85523
1987,Females,28 years,88146
1988,Females,28 years,92464
1989,Females,28 years,98558
1990,Females,28 years,98474
1991,Females,28 years,98613
1992,Females,28 years,98695
1993,Females,28 years,96508
1994,Females,28 years,89722
1995,Females,28 years,84504
1996,Females,28 years,82684
1997,Females,28 years,82811
1998,Females,28 years,83852
1999,Females,28 years,84787
2000,Females,28 years,80686
2001,Females,28 years,80375
2002,Females,28 years,80980
2003,Females,28 years,83291
2004,Females,28 years,83293
2005,Females,28 years,82321
2006,Females,28 years,82529
2007,Females,28 years,84075
2008,Females,28 years,85997
2009,Females,28 years,88576
2010,Females,28 years,88581
2011,Females,28 years,90663
2012,Females,28 years,91127
2013,Females,28 years,92331
2014,Females,28 years,92233
2015,Females,28 years,90176
2016,Females,28 years,90931
2017,Females,28 years,93989
2018,Females,28 years,99699
2019,Females,28 years,102054
2020,Females,28 years,104216
2021,Females,28 years,104671
1971,Females,29 years,53255
1972,Females,29 years,58109
1973,Females,29 years,59040
1974,Females,29 years,60444
1975,Females,29 years,62736
1976,Females,29 years,76242
1977,Females,29 years,74029
1978,Females,29 years,73136
1979,Females,29 years,72682
1980,Females,29 years,74212
1981,Females,29 years,74333
1982,Females,29 years,76724
1983,Females,29 years,79406
1984,Females,29 years,82193
1985,Females,29 years,81964
1986,Females,29 years,85281
1987,Females,29 years,87391
1988,Females,29 years,90197
1989,Females,29 years,96086
1990,Females,29 years,100145
1991,Females,29 years,97810
1992,Females,29 years,99491
1993,Females,29 years,99076
1994,Females,29 years,97159
1995,Females,29 years,90429
1996,Females,29 years,85572
1997,Females,29 years,83654
1998,Females,29 years,83894
1999,Females,29 years,85141
2000,Females,29 years,86744
